product_title,product_description,product_price,product_rating,seller_name,main_image_url
"Edifier H230P, Wired in-Ear, Noise Isolation with Microphone,Heavy Bass,High sound performance,Compatible with all 3.5MM audio jack smartphones and other devices","FREQUENCY RESPONSE RANGE: 20Hz ~ 20kHz
IMPEDANCE: 24
INTERFACE TYPE: Straight
SOUND PRESSURE: 102dB
LINE LENGTH: 1.3m
LINE TYPE: Y type, equal length line
AUDIO INTERFACE: 3.5 mm audio interface
HEADSET / HEADSET WITH WIRE: Yes
DRIVE UNIT TYPE / DIAMETER: 9mm moving coil",30.99,,Corn Electronics,https://c1.neweggimages.com/productimage/nb1280/A4RES2305100FGYLJBE.jpg
"Motorola Tech 3-3-in-1 Smart True Wireless Headphones - Cordless Earbuds, Sport Wire, Audio Plug-in - IPX5, Built-in Microphone, Magnetic Charging Case with Cable Storage System","?? 3-IN-1 USE - These headphones are built to be taken everywhere. Use them as wireless Bluetooth headphones, wear them around your neck while exercising, or plug them directly to your audio device.
?? STAY CONNECTED ALL DAY - Keep these wireless earphones fully powered from morning 'til night. Its built-in batteries deliver up to 7 hours of playtime plus an additional 11 hours with the charging case.
?? WITHSTANDS WATER & SWEAT - These headphones pull down an IPX5 score rating. Wear these true wireless earbuds on a rainy day or while exercising without worrying about them fizzling out.
?? QUICKER CHARGING - There's no need to wait all day just to charge up these headphones. In as little as 15 minutes, you may enjoy up to 3 hours of headphone use - perfect if you are in a rush!
?? BE MORE PRODUCTIVE - Download the Hubble app on your compatible device to enjoy true hands-free use. These headphones are compatible with smart assistants Amazon Alexa, Siri, or Google As",89.95,,Noble Planet,https://c1.neweggimages.com/productimage/nb1280/A88PS210128dXop7.jpg
"Soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Headphones with Multiple Modes, Hi-Res Sound, 40H Playtime, Clear Calls, Fast Charge, Soft Earcups, Bluetooth Headphones, Travel","Hi-Res Certified Music: Hear every detail of your favorite songs thanks to Life Q30’s 40mm drivers. The highly-flexible silk diaphragms reproduce thumping bass and crisp treble that extends up to 40kHz for improved clarity.
Advanced Noise Cancellation Technology: Maintain your focus with Life Q30’s hybrid active noise cancellation. Dual noise-detecting microphones pick up and filter out up to 95% of low-frequency ambient sound to ensure nothing distracts you from your music.
Ultimate Noise Cancellation Experience: Customize Life Q30’s noise cancellation with 3 modes—Transport minimizes airplane engine noise, Outdoor reduces traffic and wind, and Indoor dampens the sound of busy offices with people talking in the background.
40-Hour Playtime: Life Q30 active noise cancelling headphones play up to 40 hours of music in noise cancelling mode. Standard mode extends the playtime to 60 hours, while a short 5-minute charge gives you 4 hours of listening.",85.99,4.8,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS210201bPpfz.jpg
"UrbanX R2 Wired in-Ear Headphones with Mic for Motorola Moto G Power (2021) with Tangle-Free Cord, Noise Isolating Earphones, Deep Bass, in-Ear Bud Silicone Tips - White Black","Wired in-ear earbud headphones perfect for listening to music while running or working out at the GYM. The silicone tips stay in your ears and keep surrounding noise out.
A powerful earbud driver provides outstanding audio clarity for all music genres; Together with the in-ear noise isolating earbud design, these wired headphones reduce external noise and minimizes sound leakages significantly
Y-shaped 3.8ft long wire with standard 3.5mm audio jack - connect to smartphone, tablet or laptop; Frequency Response 20-20,000Hz.
Lightweight design for easy portability - easy to slip in your pocket - durable design - vibrant colors - high quality and enhanced materials for longer productr life.
Wired in-ear earbuds are great for both listening to music and having a clear conversation. Compatible with Motorola Moto G Power (2021),",8.45,,URBANX EXTREME,https://c1.neweggimages.com/productimage/nb1280/BCEXS2208110R27CC0B.jpg
JBL ENDURPEAK3BK Endurance Peak 3 True Wireless Active Earbuds - Black,"JBL Deep Bass Sound
Comfortable Active Fit
Up to 50 Hours Battery Life
IP68 Water and Dust Resistant
TalkThru Technology",87.95,,Global Mobiles Inc,https://c1.neweggimages.com/productimage/nb1280/A1CZS2303210ZK3NH67.jpg
MEZE AUDIO 105 AER | Wired Over-The-Ear Lightweight Audiophile Open-Back Headphones | 50mm Dynamic Drivers | Low Impedance 42 Ohms | Cables and Carrying Pouch Included (Black),"A LUSH SONIC OASIS: Rich-sounding and versatile, 105 AER was created for those who value a deeper connection to their music - an adaptable open-back headphone, perfectly suited for all musical genres. Inspired by bio-architecture and Natures balancing act, 105 AER stands at the peak point of tonal equilibrium.. RICH AND REFINED SOUND: 105 AER delivers an exceptionally lush audio presentation. The sound is rich and refined, with a warm and full-bodied quality that envelops you. A slight emphasis on the bass and sub-bass regions allows for a deeper, more resonant foundation, enhancing the overall sense of immersion and adding a satisfying depth to your music.. PREMIUM BUILD: Built with timelessness in mind, every component is made using premium materials: cast zinc alloy hardware with PVD coating, stamped manganese spring steel headband, ABS-PC ear cups, velour ear pads, and a soft PU leather headband.. INCLUDED ACCESSORIES: Hard carrying pouch for better protection, detachable 1.8m",383.99,,6Ave,https://c1.neweggimages.com/productimage/nb1280/V15WD24121918R7JH0C.jpg
Audio Technica ATH-M50xSTS StreamSet USB Streaming Headset - Black,"Designed for streamers and content creators, the ATH-M50xSTS StreamSet™ is the world’s first professional streaming headset that combines the legendary studio sound of the ATH-M50x headphones with the clarity of the iconic 20 Series microphones.
Designed from the critically acclaimed ATH-M50x, the ATH-M50xSTS StreamSet is equipped with the same 45 mm large-aperture drivers with the addition of two sets of distinct interchangeable earpads– M50x earpads that stress audio quality and sound isolation and mesh and leatherette to emphasize breathability and comfort.
The ATH-M50xSTS is outfitted with a 2 m (6.6') permanently attached cable with 3.5 mm (1/8"") headphone input and XLR microphone output for connection to an audio interface or mixer. A 6.3 mm (1/4"") snap-on adapter is also included for the headphone plug.
For those looking for plug-and-play connectivity to PCs and Macs, the ATH-M50xSTS-USB is outfitted with a 2 m (6.6') permanently attached cable with USB-A connection.",229.00,5.0,Electronic Express,https://c1.neweggimages.com/productimage/nb1280/ABMTD2302280XNZ4C1E.jpg
"Soundcore by Anker V30i Open-Ear Headphones, Ultra-Comfort, Lightweight Design, Snug Fit, Ergonomic Ear Hooks, Robust Bass, 36H Playtime, Bluetooth 5.3, App Control, Clear Calls, Wireless Earbuds","Ultra-Comfortable and Secure Fit: Experience the lightweight comfort and stability of our open-ear headphones. Featuring a non-intrusive design and soft, flexible ear hooks for a perfect fitensuring that you can wear them all day without discomfort, and they remain stable even during exercise.
Enhanced Awareness: Remain aware of your surroundings, such as public transit announcements and oncoming cars. Stay in touch with the world around you thanks to the open design of soundcore V30i open-ear headphones. Suitable for outdoor leisure, sports, office work, driving, and home entertainment.
Open Listening with Well-Balanced Sound: soundcore V30i open-ear headphones feature a 14.2mm bio-material diaphragm that emboldens bass for an audio experience that always hits the right beat. Embrace the soundcore app and take full control of your listening experience. Enjoy volume boost, reading mode, and more custom EQs.
IPX5 Water-Resistant",49.99,,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS24032106ESLQF2.jpg
Samsung Galaxy Buds2 Pro True Wireless Earbud Headphones Graphite SM-R510NZAAXAR,"Enjoy a next-level listening experience that lets you feel every note like you’re there.¹
• Tune in to what matters most with Intelligent Active Noise Cancellation² that quiets even the loudest unwanted sounds.
• Enjoy a personalized experience from every angle with 360-degree audio sound³ that’s enhanced just for you.
• Galaxy Buds2 Pro fit more securely and comfortably than ever.",107.99,5.0,Good Guys Electronics,https://c1.neweggimages.com/productimage/nb1280/AE9TD2209090AO6Y499.jpg
Logitech Zone 305 Wireless headset certified for business and ideal for mass deployment - Black,"Unified Communications Certified
30mm Drivers
2 x Noise Canceling Mics
On-Ear Stereo Design
Up to 16 Hours Talk Time
Lightweight Design
Bluetooth 5.3 Connectivity
Includes Receiver, Case & Charging Cable
Logi Tune App Compatible",99.99,,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/A24GD2408140CNOZC00.jpg
KOSS ED1TC 3.5mm Connector Supra-aural Institutional Headphone,"100Hz-20KHz
3.5mm Connector
4 feet Cord Length",14.99,3.5,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-263-077-02.jpg
"Original Ear Pads for Sony MDR-XB950BT MDR-XB950B1 MDR-XB950/H Headphones Ear Cushions, Headset Earpads, Ear Cups Cover Repair Parts (Navy Blue)","About this item
Replacement earpads made with high quality memory foam and protein leather.
Replace your worn-out earpad cushions / ear cover / ear cups.
Give your headset a new earpad. Make it a brand new look.
Durable and long lasting, quality made ear pad. Compatible with SONY MDRXB950BT MDRXB950B1 MDRXB950/H ear pads.
Will also fit other brands and models, check dimensions of your headphones.",11.00,,Happiness store,https://c1.neweggimages.com/productimage/nb1280/AG7MS2310060M7KHDFC.jpg
KOSS KE5W Earbuds & In Ear Headphones White,"60Hz-20KHz
3.5mm Connector
4.00 ft. Cord Length",7.00,4.3,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/26-263-129-03.jpg
"Alienware RGB Headphone Stand Headset Stand , RGB luminous metal bracket Music beat with 18 Colors Modes , Multiple breathing lamp effects","Users simply download and install the app, which can be paired with other devices to set the lighting effects. The app works on both Android and Apple mobile platforms.
In the face of various noisy environments, the built-in noise reduction program makes smart calculations to quickly optimize the adjustment and convey the accurate response to the lights.
It has a 32-bit ARM microprocessor with 72M main frequency, and can calculate music and sound signals only in milliseconds.
Easily cope with the USB interface is not enough, after unplugging the power supply cable device can be used for more than 2 hours under the maximum brightness.
Different colors change with the rhythm of the music, and the whole atmosphere is full to achieve a wonderful interaction between light and sound.",59.99,,B-IN Electronics,https://c1.neweggimages.com/productimage/nb1280/B7VES2303060R1TTNA5.jpg
"Poly Voyager Focus 2 USB-C Headset - Siri, Google Assistant - Stereo - USB Type C, Micro USB - Wired/Wireless - Bluetooth - 300 ft - 20 Hz - 20 kHz - On-ear - Binaural - Open - 4.92 ft Cable - Electre","Siri, Google Assistant
Stereo
USB Type C, Micro USB
Wired/Wireless
Bluetooth
300 ft
20 Hz
20 kHz
On-ear
Binaural
Open
4.92 ft Cable
Electret Condenser, MEMS Technology Microphone
Noise Ca",173.19,,antonline,https://c1.neweggimages.com/productimage/nb1280/V1DSD231107175N2ED7.jpg
"Marshall Monitor II Active Noise Canceling Over-Ear Bluetooth Headphone, Black (Refreshed)","Offers up to 30 hours of use on a charge
Enables wireless pairing with your Bluetooth-enabled device
Over-the-ear design for a secure fit
Stereo design delivers crisp notes",119.99,,Secondipity,https://c1.neweggimages.com/productimage/nb1280/A15TD22062919UQ2543.jpg
Apple AirPods Pro (2nd generation) Noise Cancelling True Wireless Earbuds with USB-C MagSafe Charging Case (Refreshed),"Apple-designed H2 chip, the force behind AirPods Pro, pushes advanced audio performance even further. From smarter noise cancellation to superior three-dimensional sound and battery life, it improves on the best features of AirPods Pro in a big way.
Low distortion, custom-built driver and amplifier delivers crisp, clear high notes and deep, rich bass in stunning definition. Every sound is more vivid than ever.
Adaptive Audio dynamically blends Transparency mode and Active Noise Cancellation to deliver the best listening experience for you in any environment.
Up to 2x more Active Noise Cancellation than the previous generation AirPods Pro, so youll hear dramatically less noise during your commute and when you need to focus.
Transparency mode lets outside sound in, so you can hear what's going on around you.
Conversation Awareness lowers media volume and enhances voices of people in front of you, all while reducing background noise to make it easier for you to engage with people nearby.",169.99,,A4C,https://c1.neweggimages.com/productimage/nb1280/AKBDS2401111C96EV35.jpg
Wireless Headset Battery for Sony 1588-0911 SM-03 SP 624038 WH-1000xM3 1000mAh,"For Sony
Battery
Li-Polymer
1 Ah
Black",18.19,,Centenex Electronics,https://c1.neweggimages.com/productimage/nb1280/V0XND2005035LMIE.jpg
